brand_name,car_name,variant_name,variant_price,ex_showroom_price,engine,engine_type,fuel_type,max_power,max_torque,mileage,driving_range,drivetrain,transmission_manual,emission_standard,electric_motor,others,valve_per_cylinder,length,width,height,wheel_base,ground_clearance,doors,seating_capacity,no_of_rows,boot_space,fuel_tank_capacity,front_suspension,rear_suspension,front_brake_type,rear_brake_type,minimum_turning_radius
Maruti Suzuki,Maruti Baleno,Baleno Delta MT CNG,N/A,Rs. 8.40 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Baleno,Baleno Zeta MT,N/A,Rs. 8.43 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Baleno,Baleno Zeta AGS,N/A,Rs. 8.88 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Baleno,Baleno Zeta MT CNG,N/A,Rs. 9.33 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Baleno,Baleno Alpha MT,N/A,Rs. 9.38 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Baleno,Baleno Alpha AGS,N/A,Rs. 9.83 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 Std (O),N/A,Rs. 3.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 LXi (O),N/A,Rs. 4.83 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 VXi (O),N/A,Rs. 5.06 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 VXi Plus (O),N/A,Rs. 5.35 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 VXi (O) AGS,N/A,Rs. 5.51 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 LXi (O) S-CNG,N/A,Rs. 5.73 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 VXi Plus (O) AGS,N/A,Rs. 5.80 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Alto K10,Alto K10 VXi (O) S-CNG,N/A,Rs. 5.96 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R LXI 1.0,N/A,Rs. 5.54 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R VXI 1.0,N/A,Rs. 5.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI 1.2,N/A,Rs. 6.28 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R LXI 1.0 CNG,N/A,Rs. 6.44 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R VXI 1.0 AGS,N/A,Rs. 6.44 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI 1.2 AGS,N/A,Rs. 6.73 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI Plus 1.2,N/A,Rs. 6.75 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI Plus 1.2 Dual Tone,N/A,Rs. 6.87 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R VXI 1.0 CNG,N/A,Rs. 6.89 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI Plus 1.2 AGS,N/A,Rs. 7.20 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,Wagon R ZXI Plus 1.2 AGS Dual Tone,N/A,Rs. 7.32 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Wagon R,UPCOMING,N/A,Rs. 8.50 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Zeta MT Petrol,N/A,Rs. 11.61 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Zeta MT CNG,N/A,Rs. 12.56 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha MT Petrol,N/A,Rs. 12.61 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Zeta AT Petrol,N/A,Rs. 13.01 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha Plus MT Petrol,N/A,Rs. 13.21 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha Plus MT Petrol Dual Tone,N/A,Rs. 13.37 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha AT Petrol,N/A,Rs. 14.01 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha Plus AT Petrol,N/A,Rs. 14.61 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti XL6,XL6 Alpha Plus AT Petrol Dual Tone,N/A,Rs. 14.77 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio LXi,N/A,Rs. 5.36 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio VXi,N/A,Rs. 5.83 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio ZXi,N/A,Rs. 6.11 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio VXi AMT,N/A,Rs. 6.29 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio ZXi AMT,N/A,Rs. 6.57 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio ZXi Plus,N/A,Rs. 6.59 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio VXi CNG,N/A,Rs. 6.73 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Celerio,Celerio ZXi Plus AMT,N/A,Rs. 7.05 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso Std (O),N/A,Rs. 4.26 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso Lxi (O),N/A,Rs. 4.99 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso VXi (O),N/A,Rs. 5.21 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso Vxi Plus (O),N/A,Rs. 5.50 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso VXi (O) AMT,N/A,Rs. 5.66 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso LXi (O) S-CNG,N/A,Rs. 5.91 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso VXi Plus (O) AMT,N/A,Rs. 5.95 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti S-Presso,S-Presso VXi (O) S-CNG,N/A,Rs. 6.11 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Sigma 1.2 MT,N/A,Rs. 5.84 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Delta 1.2 MT,N/A,Rs. 6.38 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Delta 1.2 AMT,N/A,Rs. 6.84 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Zeta 1.2 MT,N/A,Rs. 6.96 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Zeta 1.2 MT Dual Tone,N/A,Rs. 7.10 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Zeta 1.2 AMT,N/A,Rs. 7.42 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Zeta 1.2 AMT Dual Tone,N/A,Rs. 7.56 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Alpha 1.2 MT,N/A,Rs. 7.61 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Alpha 1.2 MT Dual Tone,N/A,Rs. 7.75 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Alpha 1.2 AMT,N/A,Rs. 8.07 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ignis,Ignis Alpha 1.2 AMT Dual Tone,N/A,Rs. 8.20 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Zeta MT,N/A,Rs. 12.74 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Alpha MT,N/A,Rs. 13.69 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Alpha MT Dual Tone,N/A,Rs. 13.85 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Zeta AT,N/A,Rs. 13.89 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Alpha AT,N/A,Rs. 14.84 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Jimny,Jimny Alpha AT Dual Tone,N/A,Rs. 15.00 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Sigma 1.5,N/A,Rs. 9.40 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Delta 1.5,N/A,Rs. 10.00 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Zeta 1.5,N/A,Rs. 10.40 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Delta 1.5 AT,N/A,Rs. 11.10 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Alpha 1.5,N/A,Rs. 11.19 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Alpha 1.5 Dual Tone,N/A,Rs. 11.35 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Zeta 1.5 AT,N/A,Rs. 11.50 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Alpha 1.5 AT,N/A,Rs. 12.29 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Ciaz,Ciaz Alpha 1.5 AT Dual Tone,N/A,Rs. 12.45 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Invicto,Invicto Zeta Plus 7 STR,N/A,Rs. 25.05 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Invicto,Invicto Zeta Plus 8 STR,N/A,Rs. 25.10 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Invicto,Invicto Alpha Plus 7 STR,N/A,Rs. 28.72 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Eeco,Eeco 5 STR STD,N/A,Rs. 5.32 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Eeco,Eeco 7 STR STD,N/A,Rs. 5.61 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maruti Suzuki,Maruti Eeco,Eeco 5 STR AC,N/A,Rs. 5.68 Lakh,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
